category	yelp_rating	yelp_rating_count	yelp_price	seamless_rating	seamless_rating_count	seamless_price	sanitation_grade	sanitation_score	city	median_zip_income
mexican	4.5	40	0.4	4	13	0.4			Brooklyn	64981
american							A	12	Brooklyn	35620
italian	4.1705427	129	0.2				A	12	Queens	51258
burgers/hotdogs/junk	3.9670782	243	0.4				A	12	Brooklyn	93693
icecream/desserts	2.3333333	9	0.2				A	2	Brooklyn	42298
indpak	3.3416667	120	0.4	4	91	0.6	B	18	New York	115787
korean							A	5	Queens	48236
misc_european	3.8115385	520	0.4	5	30	0.4	A	10	Brooklyn	93184
chinese	2.875	8	0.2				A	6	Brooklyn	64981
japanese	2.3424656	73	0.2				B	22	Queens	48236
icecream/desserts	3.625	56	0.4	3	18	0.2	A	0	Brooklyn	44173
misc_restaurant	3.5	2	0.2					20	Brooklyn	35665
american	3.1454546	165	0.4					17	Brooklyn	93693
pizza	1.8	40	0.4				B	16	New York	64013
bars/nightlife	3.8164556	158	0.2				A	6	New York	101515
burgers/hotdogs/junk	2.4285715	14	0.2					20	Brooklyn	93693
icecream/desserts	4.5	2	0.4				A	2	Bronx	63352
sushi	3.5714285	62	0.4	4	3	0.4	B	16	Bronx	50329
american							B	26	New York	76138
bars/nightlife	2.48	25	0.4						New York	107976
delis	2.8888888	9	0.2	4	14	0.4	Z	16	New York	106236
latin	3.5373135	67	0.4				A	13	Queens	54868
burgers/hotdogs/junk	3.1632652	147	0.4	5	118	0.6	A	4	New York	64013
bars/nightlife	3.6306307	111	0.4						Queens	55844
mexican	1.6	5	0.2		0	0.6	A	2	Staten Island	54792
eastern_european	4.75	8	0.4					10	New York	105144
chinese	3.0	2		3	15	0.2	A	9	Brooklyn	32642
mediterranean/mideastern	3.631579	19	0.4				A	2	Queens	52199
coffee/cafe	4.773585	53	0.4				A	12	New York	31254
bakery							B	26	Brooklyn	41246
italian	3.6	5	0.2				A	10	New York	95556
caribbean							A	10	Brooklyn	35620
vegan/vegetarian/health	3.2	15	0.2				A	5	New York	101838
american							A	7	New York	64013
burgers/hotdogs/junk	2.75	20	0.2				A	9	New York	32265
icecream/desserts	2.8333333	6	0.2				Z	21	Queens	48236
american	3.142857	70	0.2				A	9	New York	96974
coffee/cafe	3.2682927	41	0.4				A	3	New York	87813
mexican							A	13	Brooklyn	40146
korean							A	2	Queens	0
american								0	Brooklyn	78591
bars/nightlife	3.589041	73	0.4				A	13	New York	80519
american	4.0	1					A	7	Queens	77739
chinese	1.5	2	0.2				A	10	Queens	54868
latin							A	2	Brooklyn	40565
american	5.0	1					B	21	Staten Island	86759
chinese	4.05	20	0.4	5	10	0.4		16	New York	101515
coffee/cafe	3.7619047	21	0.2				A	9	New York	105144
latin	3.9847908	263	0.4	4	22	0.6	A	13	New York	59034
mediterranean/mideastern	3.3829787	47	0.4	4	11	0.6	A	11	Queens	67516
latin	3.5	2	0.4				A	12	Queens	49528
american	4.214286	14	0.4				A	9	Brooklyn	71999
breakfast_brunch	3.4166667	12	0.2				A	10	Staten Island	87426
thai/vietnamese/se_asian	3.4545455	44	0.2	4	116	0.4	C	32	New York	95556
soup/salad/sandwiches	3.7916667	120	0.2	4	29	0.4	A	9	New York	108250
french	3.0366666	300	0.4				A	7	New York	80519
italian	5.0	1							Staten Island	90196
delis	3.6666667	18	0.2					38	New York	36095
coffee/cafe	4.022222	45	0.4				A	11	New York	101979
mediterranean/mideastern	3.838384	99	0.4	4	58	0.2	A	9	New York	31254
thai/vietnamese/se_asian	3.5547445	137	0.4	4	193	0.6	Z	43	New York	64013
pizza							A	7	Brooklyn	31415
mexican	2.6153846	26	0.4				A	12	New York	109960
american							A	7	Queens	55553
coffee/cafe	1.967742	31	0.4				A	4	New York	105311
icecream/desserts							A	2	Queens	43909
pizza							Z	20	Staten Island	79820
bars/nightlife	3.2222223	9	0.4				A	5	Queens	55844
japanese	3.3214285	28	0.2	3	2	0.2	A	12	New York	87813
mediterranean/mideastern	5.0	2					A	12	Brooklyn	34590
american	4.111111	18	0.4				A	13	Brooklyn	68177
pizza	3.35	20	0.2				A	7	New York	76138
steak/seafood	3.9587913	364	0.6				A	2	New York	80519
mediterranean/mideastern	3.6363637	154	0.4				A	12	New York	64013
bars/nightlife	2.25	4					A	9	Staten Island	77720
pizza	4.0	2	0.2		0	0.2	A	9	Staten Island	86759
thai/vietnamese/se_asian	4.0163937	122	0.2	5	27	0.4	A	7	New York	64013
coffee/cafe	2.8125	16	0.4				A	7	New York	101979
pizza	3.5263157	19	0.2				A	7	Staten Island	54792
bakery	4.268293	40	0.4	5	15	0.4	A	5	New York	26214
spanish							A	2	Queens	57091
burgers/hotdogs/junk	3.4728682	129	0.4				A	7	Brooklyn	57713
vegan/vegetarian/health							A	2	Brooklyn	41246
american									New York	127281
japanese	4.063158	285	0.4				A	7	New York	210125
chinese	2.5555556	9	0.2				A	10	Staten Island	54792
japanese	3.3157895	38	0.4	3	2	0.2	A	11	Queens	57576
american	3.4166667	12	0.2				A	2	New York	108250
chinese	1.0	1	0.8				A	13	Brooklyn	54664
burgers/hotdogs/junk	3.8611112	36	0.2				A	5	Queens	44964
bagels	3.4117646	17	0.2					22	Queens	50006
icecream/desserts							A	5	Staten Island	77720
italian	4.1666665	72	0.4	5	61	0.4	A	9	Brooklyn	93693
french	3.7857144	70	0.4				A	7	New York	107976
coffee/cafe	3.2608695	23	0.4					15	New York	108250
mediterranean/mideastern	2.5	2					A	6	Brooklyn	42568
bagels							A	13	Staten Island	79820
coffee/cafe							A	10	New York	101979
spanish							A	11	Queens	46325
coffee/cafe							Z	4	New York	31254
chinese	2.0	3	0.2				A	7	New York	31254
thai/vietnamese/se_asian	3.7428572	70	0.2				B	26	Brooklyn	38267
american							A	0	Queens	0
italian	4.163636	220	0.4				A	12	Brooklyn	44173
soup/salad/sandwiches	2.6666667	9	0.2				Z	17	New York	107976
american	3.6354516	299	0.4				A	9	New York	105144
bars/nightlife	3.9166667	180	0.2				A	12	New York	59034
bars/nightlife	4.088398	180	0.2				A	2	Brooklyn	44173
american	3.9468598	207	0.4				A	8	New York	105144
misc_european	3.9502761	181	0.6				A	10	New York	80519
latin							A	12	Bronx	31594
indpak	5.0	1	0.2				Z	20	Brooklyn	40146
burgers/hotdogs/junk							A	11	Staten Island	77720
pizza	3.6666667	3					B	25	Brooklyn	53251
chinese	3.7361112	360	0.6				A	10	New York	105144
american	3.8189654	116	0.4				A	7	New York	64013
mediterranean/mideastern	3.45	20	0.2	3	63	0.2		35	New York	65934
coffee/cafe	3.1666667	6	0.2				Z	27	Brooklyn	38267
american	4.0	11	0.4				A	7	Bronx	53282
soup/salad/sandwiches							A	7	New York	87813
mediterranean/mideastern	4.0248446	322	0.2				A	3	Brooklyn	78591
chinese	3.6666667	3	0.4				A	10	Bronx	31594
american							B	22	New York	106888
vegan/vegetarian/health							A		Queens	44964
bars/nightlife	3.0869565	46	0.4					2	Bronx	26541
eastern_european	4.25	4	0.6				A	8	Brooklyn	42298
breakfast_brunch	3.6704981	782	0.4		0	0.4	A	11	New York	59034
italian	3.338983	118	0.4				A	13	Brooklyn	93184
burgers/hotdogs/junk	3.976699	515	0.4				A	10	New York	233409
mediterranean/mideastern	2.4736843	76	0.4	3	250	0.4	Z	24	New York	101979
pizza	3.9072847	151	0.2				A	12	Queens	61948
american							A	7	New York	80519
thai/vietnamese/se_asian	3.805112	313	0.4	5	4	0.4	A	13	New York	91767
diners	3.340909	44	0.4	4	58	0.4	A	6	Brooklyn	38267
american							A	5	New York	64013
pizza	1.0	2	0.4				A	5	Bronx	26541
mediterranean/mideastern	3.8921568	102	0.2	4	28	0.2	A	13	New York	77853
delis	3.0	1	0.2				A	12	Bronx	46001
american	3.7291667	96	0.4	5	380	0.2	A	5	New York	49002
misc_restaurant	2.0	1					A	9	Brooklyn	38267
coffee/cafe	3.875	24	0.2				A	9	Brooklyn	62634
burgers/hotdogs/junk	3.4542484	306	0.4	3	13	0.4	A	11	New York	59034
mexican	4.3333335	3	0.2				Z	5	Staten Island	54792
japanese	3.7333333	15	0.4	5	23	0.2	A	8	New York	101515
icecream/desserts	3.142857	14	0.4				A	7	Brooklyn	93184
coffee/cafe	3.3070867	127	0.2				A	2	Brooklyn	44173
bagels	4.3299317	294	0.2				A	12	New York	76138
delis	5.0	7	0.2				A	12	Staten Island	77720
chinese	3.6923077	26	0.2				A	7	New York	36095
soup/salad/sandwiches							B	24	Bronx	55724
icecream/desserts	2.1538463	13	0.2						Queens	43909
italian	3.5238094	21	0.4	5	38	0.4	A	10	Brooklyn	53251
french	3.6497176	177	0.4	3	3	0.4	A	9	New York	109960
american							A	11	Bronx	46001
pizza	4.0	16	0.2				B	25	Brooklyn	24640
steak/seafood	3.7058823	51	0.4				A	9	Brooklyn	57713
latin	2.696335	191	0.4				A	9	Queens	55844
italian	3.974359	39	0.6				A	10	New York	101979
mediterranean/mideastern	4.2061853	194	0.4				Z	19	Brooklyn	53251
icecream/desserts							A	4	Brooklyn	54664
chinese							A	10	Brooklyn	35665
pizza	3.6048386	124	0.2	3	40	0.4		41	New York	91767
bars/nightlife	3.0	1	0.4				B	26	Queens	61948
misc								10	Queens	53815
spanish							A	12	New York	43049
thai/vietnamese/se_asian	3.9803922	51	0.4				A	8	New York	101515
american	4.414966	147	0.6				A	7	New York	101515
bars/nightlife	5.0	1					A	5	Brooklyn	49629
mediterranean/mideastern	3.8	10	0.4					20	Brooklyn	40960
burgers/hotdogs/junk	1.5	2	0.4				A	7	Queens	55225
chinese	2.5	12	0.2	3	61	0.2	A	11	New York	210125
french	3.711111	90	0.4				A	4	New York	96974
italian	4.1975307	972	0.6				A	10	New York	105144
mexican								16	New York	109960
mexican	3.159091	176	0.4	2	12	0.6	Z	26	New York	105144
coffee/cafe	3.764706	17	0.2				A	11	Queens	67924
chinese	3.4473684	38	0.4				Z	25	Queens	47750
misc_asian	2.9736843	38	0.4	3	2	0.4	A	10	New York	108250
mexican							B	17	New York	105144
mediterranean/mideastern	4.673913	92	0.2	5	63	0.2	A	9	Brooklyn	44173
bars/nightlife	4.2608695	253	0.4				A	10	Bronx	53282
american	3.8453948	304	0.4				A	10	Brooklyn	44173
bars/nightlife	4.123656	186	0.4				A	10	New York	106236
american	5.0	1					A	11	Queens	46325
japanese	3.889513	534	0.6				A	12	New York	106888
icecream/desserts	2.5	2	0.4				A	8	New York	105311
burgers/hotdogs/junk	3.1	30	0.2	4	118	0.2	B	26	New York	109960
american	3.8269231	52	0.4	4	3	0.4	A	7	New York	91767
mexican	3.9230769	13	0.4	4	7	0.4	A	7	New York	40385
pizza	2.5	6	0.4	2	2	0.6	A	7	New York	36095
burgers/hotdogs/junk	4.0	4					A	3	Bronx	55724
soup/salad/sandwiches	3.1176472	34	0.2				A	11	New York	77853
burgers/hotdogs/junk	1.5	18	0.2					18	Brooklyn	62634
african							A	5	Brooklyn	64981
coffee/cafe	3.7	10	0.2				A	2	New York	40385
bars/nightlife	3.3157895	76	0.4				A	12	New York	101515
coffee/cafe	3.6666667	3					Z	22	Queens	51258
caribbean							B	21	Queens	77739
coffee/cafe	3.6086957	46	0.2				A	8	New York	87813
mexican	3.95	20	0.2	3	35	0.2	A	9	New York	35694
french	3.6034484	58	0.4				A	3	New York	100206
soup/salad/sandwiches	4.6	5	0.2				A	12	Queens	48548
italian	3.2222223	27	0.4				A	10	Queens	73079
italian	3.8045976	174	0.4				Z	23	Brooklyn	64981
caribbean							A	7	Brooklyn	49002
bagels	3.3604062	197	0.2	3	7	0.2	B	14	New York	59034
steak/seafood	4.0639534	516	0.6				A	2	New York	110091
american							A	4	New York	108250
indpak	3.5060241	83	0.4	3	105	0.6	A	11	New York	110091
icecream/desserts	2.6	5	0.2						New York	107976
bagels	3.2465754	146	0.2		0		A	7	New York	95556
pizza	3.347826	23	0.2	4	29	0.6	A	10	New York	210125
bagels	2.2	5	0.2				Z	26	New York	101515
french	3.6482413	200	0.4	4	45	0.4	Z	16	New York	35694
soup/salad/sandwiches	2.2857144	7	0.2				A	9	New York	106888
italian	1.8888888	9	0.4	2	3	0.4	A	12	Queens	72538
american							A	11	New York	101979
bars/nightlife	4.0	2	0.4				A	10	New York	101979
american	4.4347825	23	0.4					13	New York	64013
mediterranean/mideastern							A	13	New York	68790
french	3.670391	179	0.6				A	13	New York	64013
american							A	10	Queens	0
italian	3.9986413	737	0.4				A	12	New York	64013
icecream/desserts	4.375	8	0.2				A	11	Bronx	24478
bars/nightlife	4.173913	23	0.4				A	8	New York	68790
mediterranean/mideastern	4.1538463	26	0.4					19	Brooklyn	57713
american							A	13	New York	76138
burgers/hotdogs/junk	1.6666666	3	0.2					16	Bronx	37616
coffee/cafe	3.3181818	22	0.4				A	5	New York	127281
misc_european	3.9224138	116	0.4				A	9	New York	59034
spanish	3.1	20	0.4				A	9	Queens	47750
mexican	3.090909	143	0.2	4	67	0.2	A	12	New York	32265
soup/salad/sandwiches	4.0	1	0.2				A	10	New York	65934
chinese	3.35	20	0.2				A	11	Queens	72837
soup/salad/sandwiches	3.2435896	78	0.4				A	7	New York	108250
bars/nightlife	3.5396826	124	0.2				A	3	New York	106888
mediterranean/mideastern	4.3846154	26	0.4	5	4	0.4	A	12	New York	87813
pizza	2.3	10	0.2				A	7	Queens	48548
spanish							A	12	Brooklyn	40146
chinese	3.875	8	0.4		0	0.2	A	11	Queens	51258
american							A	0	New York	105311
pizza	2.6666667	3					A	10	Bronx	63352
caribbean							B	27	Brooklyn	40146
mediterranean/mideastern	3.3125	32	0.4				A	13	Brooklyn	42568
latin	4.226994	163	0.6				A	11	New York	76138
spanish							A	13	Queens	46325
french	3.4545455	22	0.4	4	9	0.4	A	12	New York	65934
soup/salad/sandwiches	2.5	2					A	4	Brooklyn	49002
icecream/desserts	5.0	2	0.2				A	7	Queens	67516
mexican	3.5	2	0.2				A	7	New York	101515
soup/salad/sandwiches	4.8125	17	0.2					12	Brooklyn	62634
chinese							Z	20	Bronx	22604
bakery	3.5	4	0.2					31	Queens	47750
bars/nightlife	2.7857144	42	0.6				A	12	New York	115787
american	3.4728506	442	0.4	5	6	0.4	A	9	New York	101515
mexican							A	10	New York	105144
american							A	2	Bronx	21379
spanish	2.75	12	0.2						New York	41352
mediterranean/mideastern	3.9935896	156	0.4	5	130	0.6	A	7	New York	110091
icecream/desserts	4.156522	115	0.2				A	7	New York	91767
chinese	3.5	18	0.2	4	5	0.4	A	3	Queens	53914
african	3.693989	183	0.4	5	11	0.4		19	New York	91767
soup/salad/sandwiches	2.75	4	0.2				A	7	Queens	54188
mexican	3.3333333	3					A	3	Brooklyn	49629
american							A	10	Staten Island	90196
burgers/hotdogs/junk	3.5	2					A	9	Brooklyn	37608
caribbean	3.5	2	0.2				A	11	Bronx	37616
caribbean	3.3	10	0.2				C	28	Brooklyn	44173
mediterranean/mideastern	3.93617	47	0.2				A	10	Brooklyn	93184
american							A	9	New York	76138
caribbean	4.0	1							Bronx	26120
bars/nightlife	5.0	2	0.2				Z	16	Queens	57576
soup/salad/sandwiches	3.6	15	0.4				A	12	New York	87813
thai/vietnamese/se_asian	3.3724697	247	0.4					23	New York	64013
thai/vietnamese/se_asian	3.5595238	84	0.4				A	10	Queens	49528
bars/nightlife	5.0	4	0.4				B	16	Queens	50130
mediterranean/mideastern	4.0	10	0.2				A	12	Brooklyn	34590
delis							A	11	New York	64013
american							A	0	Bronx	26541
french	4.0833335	24	0.2				B	24	Brooklyn	42568
american	3.9508197	243	0.6	5	33	0.6	B	17	New York	100206
caribbean							A	5	Brooklyn	49002
pizza	3.0987654	81	0.4	3	44	0.4	A	13	New York	107976
latin									Bronx	22625
thai/vietnamese/se_asian	4.091398	186	0.2	4	147	0.4	A	10	New York	59034
american	3.2857144	14	0.4	4	60	0.2	A	9	New York	101979
japanese	3.8498528	1019	0.4				A	11	New York	91767
bagels	4.0555553	36	0.2				A	10	Queens	72538
steak/seafood	3.548387	31	0.6				A	11	New York	127281
soup/salad/sandwiches	4.5	4	0.4				A	11	Queens	52199
chinese	4.0	1					B	17	Bronx	44038
chinese									Bronx	26636
chinese	3.9444444	18	0.4				A	7	Queens	43248
french	4.6086955	46	0.6	5	4	0.6	A	7	New York	59034
mexican	3.4761906	21	0.2	4	24	0.4	A	13	Queens	43248
latin	3.0	1					A	12	Queens	51258
misc_european	3.35	260	0.4	3	10	0.6	B	16	New York	80519
mediterranean/mideastern	3.0769231	39	0.4	4	104	0.4	A	11	New York	87813
french									New York	91767
burgers/hotdogs/junk	3.5789473	76	0.4						New York	77853
pizza	4.0	3	0.2				A	4	Queens	58965
pizza	2.8	15	0.2	2	18	0.4	A	11	New York	68790
pizza	3.25	4		5	26	0.6	A	12	Bronx	21913
japanese	3.8235295	17	0.4				A	6	Brooklyn	57713
spanish								2	Brooklyn	37636
american							A	3	New York	127281
italian	2.3333333	9	0.4				B	18	New York	35694
soup/salad/sandwiches	3.3809524	21	0.4		0		A	2	New York	108250
coffee/cafe	4.032787	61	0.2	5	19	0.2	A	8	New York	59034
american							A	11	New York	77853
french	3.75	60	0.6				A	10	New York	105144
american							A	8	New York	64013
soup/salad/sandwiches	2.9	10	0.2	5	15	0.2	Z	20	Queens	48236
pizza	2.969697	33	0.4	4	93	0.6	A	12	Queens	47750
mediterranean/mideastern					0	0.2	A	9	Queens	55844
american	3.35	80	0.4				A	9	New York	91767
vegan/vegetarian/health	3.6666667	9	0.6	3	27	0.4	A	8	New York	96974
italian	3.8709676	31	0.2	4	31	0.4	A	7	New York	107976
french	3.3333333	15	0.4				A	8	Brooklyn	42298
french	3.5333333	30	0.6				A	11	New York	106888
mediterranean/mideastern	3.642857	28	0.4	4	5	0.6	A	11	Queens	73079
coffee/cafe									Bronx	24478
bakery	4.470588	153	0.4				A	2	Brooklyn	44173
thai/vietnamese/se_asian	2.180851	94	0.4	5	181	0.4	A	10	New York	87813
american							A	7	Queens	50006
coffee/cafe	4.3898306	59	0.2				A	3	New York	32265
misc_restaurant	4.138889	37	0.4				B	25	Brooklyn	44173
icecream/desserts	3.25	8	0.2				A	10	Brooklyn	38267
mexican	1.0	1	0.4	5	4	0.6	Z	25	Brooklyn	35665
chinese							A	9	Bronx	35358
pizza	2.375	8	0.4				A	9	New York	76138
bakery	3.8333333	24	0.2				A	11	Queens	67924
chinese	3.1052632	95	0.2	3	358	0.2	Z	26	New York	80519
chinese	3.452381	42	0.2				A	13	Queens	43248
thai/vietnamese/se_asian	2.2987013	77	0.4	3	52	0.4	A	13	Brooklyn	41688
latin	4.055046	109	0.4	5	105	0.6	B	25	Brooklyn	37636
vegan/vegetarian/health							A	10	New York	106888
soup/salad/sandwiches	3.2	30	0.4	2	2	0.4	A	10	New York	108250
bakery	4.5	2	0.2				A	12	New York	31254
american	4.1485944	249	0.4				A	12	New York	105144
korean	3.6	10	0.4				A	12	Queens	72837
vegan/vegetarian/health	3.3648648	74	0.4				A	7	New York	91767
soup/salad/sandwiches	1.9090909	11	0.2				A	2	Brooklyn	53251
bagels	4.6666665	3					A	11	Brooklyn	49629
korean	4.0	135	0.6				B	17	Queens	48236
coffee/cafe	3.8444445	90	0.2				A	13	New York	87813
soup/salad/sandwiches	5.0	7	0.2				A	12	Bronx	46001
american							A	9	New York	106888
chinese	2.4666667	15	0.2				A	7	Bronx	71286
pizza	4.6666665	6	0.4				A	6	Queens	51258
chinese							A	10	Brooklyn	35665
bars/nightlife	3.857143	28	0.2				A	4	Queens	57091
italian	3.9666667	150	0.4	4	65	0.4	A	5	New York	35694
bbq/southern							A	3	Brooklyn	40146
bbq/southern							Z	27	Queens	69758
soup/salad/sandwiches	3.6	5	0.2				A	2	Brooklyn	44173
misc_restaurant	3.5714285	7	0.2				A	7	Brooklyn	41688
american	2.922078	77	0.2	5	3	0.2	B	19	New York	36095
japanese	3.6724138	58	0.4	4	44	0.6	A	13	New York	107976
bakery	4.0526314	19	0.2				A	9	Queens	48236
italian	4.5	24	0.4	4	19	0.4		19	Brooklyn	44173
spanish	4.0	1					Z	25	Brooklyn	35665
bars/nightlife	4.314815	54	0.4				A	9	New York	32265
soup/salad/sandwiches	3.5526316	38	0.2				A	11	Brooklyn	53251
chinese	3.5	2	0.4	4	7	0.4	B	22	Queens	47750
japanese	3.2075472	53	0.4					19	New York	80519
icecream/desserts	3.3877068	424	0.2	4	278	0.2	A	12	New York	80519
latin	4.428571	7	0.4					23	Brooklyn	71999
bars/nightlife	3.8481014	78	0.4				A	3	New York	64013
pizza	2.45	20	0.2				A	11	New York	76138
misc_european							A	11	Queens	43248
mexican				5	4		A	12	Brooklyn	40146
latin	2.8	5	0.4				A	9	Queens	47750
delis	3.5454545	11	0.4				A	8	Brooklyn	28584
burgers/hotdogs/junk	4.625	8	0.2				A	12	Queens	85151
indpak	3.357143	14	0.4				A	8	Queens	49371
coffee/cafe	3.3333333	36	0.4				A	13	New York	107976
misc_asian							B	27	Brooklyn	38267
japanese	3.2142856	14	0.2					34	Brooklyn	93184
pizza	3.875	8	0.2	4	3	0.4	Z	23	Brooklyn	93693
pizza	4.0	2	0.2		0	0.4	A	8	Brooklyn	35665
soup/salad/sandwiches							A	4	Staten Island	56883
thai/vietnamese/se_asian	3.3055556	180	0.4	4	414	0.4	A	13	New York	65934
burgers/hotdogs/junk							A	9	Bronx	19271
coffee/cafe							A	13	Bronx	35358
latin							A	11	Queens	55553
indpak	3.744681	47	0.2				A	5	Queens	47750
coffee/cafe							A	7	New York	127281
bakery	3.7186496	623	0.2				A	11	New York	106888
steak/seafood	4.0	3	0.4				A	7	Bronx	26541
pizza	3.6666667	3	0.2				A	13	Bronx	35358
french	3.376975	443	0.4	5	4	0.6	A	12	Brooklyn	44173
mexican							A	7	New York	31254
vegan/vegetarian/health							A	0	Brooklyn	42434
mexican	3.3333333	12	0.4					27	New York	101515
italian	4.0	13	0.2				A	11	Staten Island	79820
latin							A	8	Bronx	22625
chinese	4.0	1					A	7	Bronx	21379
american	3.6195652	184	0.4	4	4	0.6	A	2	New York	101979
latin								32	New York	43049
american								21	Queens	0
chinese	3.2619047	42	0.4				C	14	New York	105311
thai/vietnamese/se_asian	3.0844157	154	0.2				B	21	Queens	44964
mediterranean/mideastern							A	6	New York	108250
coffee/cafe	4.060606	33	0.2				A	11	Brooklyn	40481
soup/salad/sandwiches	3.2333333	30	0.2				A	13	New York	105144
misc_restaurant							A	13	Queens	44964
italian	3.8333333	60	0.4	5	64	0.4	A	11	Brooklyn	57713
bars/nightlife	3.2759857	279	0.6				A	5	New York	80519
caribbean	3.8333333	12	0.4				A	11	Queens	57393
misc_restaurant	3.0	3					A	12	Queens	70478
misc_restaurant	2.6	5	0.6				B	24	Brooklyn	49629
caribbean							A	10	Brooklyn	27901
bars/nightlife	4.1827955	93	0.4				A	12	New York	106888
mexican	2.9178083	292	0.4	4	89	0.4	B	23	Brooklyn	78591
bars/nightlife	2.1471322	401	0.6				B	19	New York	64013
bars/nightlife	3.8095238	42	0.4					16	Brooklyn	62634
spanish	2.6451614	31	0.4				A	12	Bronx	46001
latin	5.0	1	0.2				A	9	New York	36095
steak/seafood	3.6344829	145	0.8				A	12	New York	93184
bakery									Queens	49371
chinese	4.0	2			0	0.4	B	25	Brooklyn	41246
american							A	0	New York	91974
french	3.892857	28	0.6	5	8	0.6	A	9	New York	106236
korean	5.0	2						51	Queens	72837
american							A	7	New York	76138
icecream/desserts	3.0	4	0.2				A	10	New York	76138
chinese							A	8	Queens	48236
mediterranean/mideastern	3.7537472	467	0.4	5	186	0.6	A	8	New York	64013
caribbean	3.1290324	31	0.2					25	Brooklyn	40146
caribbean								32	Queens	70478
japanese	3.8695652	69	0.4				A	2	New York	32265
american							A	7	Brooklyn	42568
icecream/desserts	3.6666667	27	0.2					22	New York	65934
bars/nightlife	2.3294117	85	0.4				A	12	New York	59034
burgers/hotdogs/junk	1.6666666	3	0.4	2	99	0.4	B	20	Brooklyn	28584
american	3.9764705	85	0.4				A	12	Brooklyn	44173
